CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureAgeRatio,ProductUtilizationRate,AgeBalanceInteraction,EngagementScore,CreditScoreCategory,ComplaintCount
565,1,1,32,4,90322.99,2,0,1,118740.37,0,0.761,0.12121212121212122,0.4,2890335.68,1.5,1,1
631,2,0,23,3,0.0,2,1,0,13813.24,0,0.0,0.125,0.5,0.0,1.5,1,1
646,0,1,34,3,131283.11,1,0,0,130500.65,0,1.006,0.08571428571428572,0.25,4463625.739999999,0.25,1,1
676,2,0,48,1,131659.59,2,0,1,14152.15,0,9.302,0.02040816326530612,1.0,6319660.32,1.5,1,1
850,2,1,54,4,120952.74,1,1,0,66963.15,0,1.806,0.07272727272727272,0.2,6531447.96,1.25,0,0
810,0,1,38,9,153166.17,1,1,1,93261.69,0,1.642,0.23076923076923078,0.1,5820314.460000001,2.25,0,0
581,2,0,30,0,53291.86,1,0,0,196582.28,0,0.271,0.0,1.0,1598755.8,0.25,1,0
718,0,1,35,2,167924.95,1,1,0,43024.64,0,3.903,0.05555555555555555,0.333,5877373.25,1.25,0,0
713,0,0,43,5,86394.14,1,1,1,130001.13,0,0.665,0.11363636363636363,0.167,3714948.02,2.25,0,2
672,0,1,50,1,0.0,1,1,0,12106.82,1,0.0,0.0196078431372549,0.5,0.0,1.25,1,1
781,2,0,33,3,0.0,2,1,1,42556.33,0,0.0,0.08823529411764706,0.5,0.0,2.5,0,0
656,2,0,47,1,0.0,2,1,1,197961.93,0,0.0,0.020833333333333332,1.0,0.0,2.5,1,1
583,0,1,31,4,158978.79,1,1,0,12538.92,0,12.678,0.125,0.2,4928342.49,1.25,1,1
808,1,1,37,2,100431.84,1,1,0,35140.49,1,2.858,0.05263157894736842,0.333,3715978.08,1.25,0,1
721,2,0,33,5,0.0,2,0,1,117626.9,0,0.0,0.14705882352941177,0.333,0.0,1.5,0,0
778,1,1,29,6,150358.97,1,1,0,62454.01,1,2.407,0.2,0.143,4360410.13,1.25,0,0
850,2,1,45,4,114347.85,2,1,1,109089.04,0,1.048,0.08695652173913043,0.4,5145653.25,2.5,0,3
693,0,1,39,4,0.0,2,0,1,142331.39,0,0.0,0.1,0.4,0.0,1.5,1,0
520,0,0,34,4,134007.9,1,1,1,193209.11,0,0.694,0.11428571428571428,0.2,4556268.6,2.25,1,0
759,1,0,31,4,98899.91,1,1,1,47832.82,0,2.068,0.125,0.2,3065897.21,2.25,0,0
637,0,0,60,3,0.0,2,1,1,70174.03,0,0.0,0.04918032786885246,0.5,0.0,2.5,1,0
755,1,0,40,2,137430.82,2,0,0,176768.59,0,0.777,0.04878048780487805,0.667,5497232.800000001,0.5,0,1
662,0,1,47,6,0.0,2,1,1,129392.75,0,0.0,0.125,0.286,0.0,2.5,1,0
503,0,1,37,8,0.0,2,1,1,97893.32,0,0.0,0.21052631578947367,0.222,0.0,2.5,1,0
599,1,0,39,2,188976.89,2,0,1,176142.09,0,1.073,0.05,0.667,7370098.710000001,1.5,1,0
583,2,1,40,4,0.0,2,1,0,114093.73,0,0.0,0.0975609756097561,0.4,0.0,1.5,1,0
764,2,1,48,1,75990.97,1,1,0,158323.81,1,0.48,0.02040816326530612,0.5,3647566.56,1.25,0,1
513,0,0,29,10,0.0,2,0,1,25514.77,0,0.0,0.3333333333333333,0.182,0.0,1.5,1,1
730,2,0,62,5,112181.08,1,0,1,61513.87,0,1.824,0.07936507936507936,0.167,6955226.96,1.25,0,0
820,2,0,34,10,97208.46,1,1,1,59553.34,0,1.632,0.2857142857142857,0.091,3305087.64,2.25,0,0
597,2,1,26,7,0.0,2,1,0,110253.2,0,0.0,0.25925925925925924,0.25,0.0,1.5,1,2
637,0,0,32,5,0.0,1,0,0,148769.08,0,0.0,0.15151515151515152,0.167,0.0,0.25,1,0
696,0,0,34,9,150856.79,1,0,1,8236.78,0,18.313,0.2571428571428571,0.1,5129130.86,1.25,1,0
635,1,1,37,9,146748.07,1,0,1,11407.58,0,12.863,0.23684210526315788,0.1,5429678.59,1.25,1,1
673,2,1,57,4,0.0,2,1,1,49684.09,0,0.0,0.06896551724137931,0.4,0.0,2.5,1,0
662,2,0,33,3,0.0,2,0,1,68064.83,0,0.0,0.08823529411764706,0.5,0.0,1.5,1,0
683,2,0,41,0,148863.17,1,1,1,163911.32,0,0.908,0.0,1.0,6103389.970000001,2.25,1,0
850,0,0,55,6,0.0,1,1,0,944.41,1,0.0,0.10714285714285714,0.143,0.0,1.25,0,0
815,2,0,28,6,0.0,2,0,1,185547.71,0,0.0,0.20689655172413793,0.286,0.0,1.5,0,0
671,2,0,34,10,153360.02,1,1,0,140509.86,0,1.091,0.2857142857142857,0.091,5214240.68,1.25,1,0
601,0,1,40,3,92055.36,1,0,1,164652.02,1,0.559,0.07317073170731707,0.25,3682214.4,1.25,1,1
709,1,1,39,9,124723.92,1,1,0,73641.86,0,1.694,0.225,0.1,4864232.88,1.25,0,0
702,1,0,28,1,103033.83,1,1,1,40321.87,0,2.555,0.034482758620689655,0.5,2884947.24,2.25,0,1
558,0,0,40,6,0.0,2,1,0,173844.89,0,0.0,0.14634146341463414,0.286,0.0,1.5,1,0
691,2,0,40,1,0.0,2,1,1,145613.17,0,0.0,0.024390243902439025,1.0,0.0,2.5,1,0
700,0,1,30,9,0.0,1,1,1,174971.64,0,0.0,0.2903225806451613,0.1,0.0,2.25,1,0
667,0,0,33,4,0.0,2,1,1,131834.75,0,0.0,0.11764705882352941,0.4,0.0,2.5,1,0
624,1,0,54,3,116726.22,1,1,0,110498.1,1,1.056,0.05454545454545454,0.25,6303215.88,1.25,1,0
580,0,1,23,5,113923.81,2,0,0,196241.43,0,0.581,0.20833333333333334,0.333,2620247.63,0.5,1,0
571,2,1,31,3,0.0,2,1,1,194667.92,0,0.0,0.09375,0.5,0.0,2.5,1,1
561,0,0,37,5,0.0,2,1,0,83093.25,0,0.0,0.13157894736842105,0.333,0.0,1.5,1,0
529,0,0,28,9,0.0,2,1,1,52545.24,0,0.0,0.3103448275862069,0.2,0.0,2.5,1,0
670,0,0,36,7,0.0,2,0,0,59571.5,0,0.0,0.1891891891891892,0.25,0.0,0.5,1,1
666,1,1,21,1,121827.43,2,1,1,99818.31,0,1.22,0.045454545454545456,1.0,2558376.03,2.5,1,1
628,2,0,42,7,0.0,2,0,1,172967.87,0,0.0,0.16279069767441862,0.25,0.0,1.5,1,0
577,0,0,60,10,125389.7,2,1,1,178616.73,0,0.702,0.16393442622950818,0.182,7523382.0,2.5,1,0
652,2,1,38,1,103895.31,1,0,1,159649.44,0,0.651,0.02564102564102564,0.5,3948021.78,1.25,1,0
678,0,0,26,5,111128.04,1,1,0,60941.27,1,1.823,0.18518518518518517,0.167,2889329.04,1.25,1,0
692,2,1,49,9,0.0,2,1,0,178342.63,0,0.0,0.18,0.2,0.0,1.5,1,0
675,2,0,32,10,0.0,2,1,0,191545.65,0,0.0,0.30303030303030304,0.182,0.0,1.5,1,0
712,2,0,52,9,0.0,1,1,1,117977.45,1,0.0,0.16981132075471697,0.1,0.0,2.25,0,0
639,1,1,37,5,151242.48,1,0,1,49637.65,0,3.047,0.13157894736842105,0.167,5595971.760000001,1.25,1,0
618,0,0,48,7,0.0,1,1,0,13921.82,1,0.0,0.14285714285714285,0.125,0.0,1.25,1,1
554,0,0,39,2,129709.62,1,1,0,173197.12,0,0.749,0.05,0.333,5058675.18,1.25,1,2
533,0,0,47,9,83347.25,1,1,1,137696.25,0,0.605,0.1875,0.1,3917320.75,2.25,1,0
540,2,1,28,6,84121.04,1,0,1,80698.54,0,1.042,0.20689655172413793,0.143,2355389.1199999996,1.25,1,0
704,2,0,33,3,0.0,2,1,0,73018.74,0,0.0,0.08823529411764706,0.5,0.0,1.5,0,1
678,0,0,43,5,102338.19,1,1,1,79649.62,0,1.285,0.11363636363636363,0.167,4400542.17,2.25,1,2
712,0,1,29,3,87375.78,2,0,0,166194.53,0,0.526,0.1,0.5,2533897.62,0.5,0,0
651,0,0,44,2,0.0,3,1,0,102530.35,1,0.0,0.044444444444444446,1.0,0.0,1.75,1,0
789,1,0,51,3,104677.09,1,1,0,74265.38,0,1.409,0.057692307692307696,0.25,5338531.59,1.25,0,1
775,1,0,32,8,121669.23,1,0,1,125898.39,0,0.966,0.24242424242424243,0.111,3893415.36,1.25,0,0
564,1,0,40,7,108407.34,1,1,1,83681.2,0,1.295,0.17073170731707318,0.125,4336293.6,2.25,1,1
841,1,1,33,7,154969.79,2,1,1,99505.75,0,1.557,0.20588235294117646,0.25,5114003.07,2.5,0,1
850,2,0,39,0,141829.67,1,1,1,92748.16,0,1.529,0.0,1.0,5531357.130000001,2.25,0,0
637,0,1,63,5,0.0,1,1,0,28092.77,1,0.0,0.078125,0.167,0.0,1.25,1,1
500,0,0,45,2,109162.82,1,1,1,126145.08,0,0.865,0.043478260869565216,0.333,4912326.9,2.25,2,0
655,0,0,44,8,87471.63,1,0,1,188593.98,0,0.464,0.17777777777777778,0.111,3848751.72,1.25,1,0
666,0,1,33,2,147229.65,1,1,1,56410.17,0,2.61,0.058823529411764705,0.333,4858578.45,2.25,1,0
658,0,1,24,2,0.0,2,1,1,84694.49,0,0.0,0.08,0.667,0.0,2.5,1,0
749,1,0,66,6,182532.23,2,1,1,195429.92,0,0.934,0.08955223880597014,0.286,12047127.180000002,2.5,0,0
654,0,0,32,6,0.0,2,1,1,137898.57,0,0.0,0.18181818181818182,0.286,0.0,2.5,1,0
623,0,1,39,1,160903.2,1,0,0,78774.36,0,2.043,0.025,0.5,6275224.800000001,0.25,1,0
761,0,1,33,6,138053.79,2,1,0,148779.41,0,0.928,0.17647058823529413,0.286,4555775.07,1.5,0,2
627,0,0,44,6,153548.12,1,0,0,35300.08,1,4.35,0.13333333333333333,0.143,6756117.279999999,0.25,1,0
757,1,0,31,8,149085.9,2,1,1,197077.36,0,0.756,0.25,0.222,4621662.899999999,2.5,0,0
695,1,1,53,8,95231.91,1,0,0,70140.8,1,1.358,0.14814814814814814,0.111,5047291.23,0.25,1,0
726,0,0,34,3,0.0,2,1,0,196288.46,0,0.0,0.08571428571428572,0.5,0.0,1.5,0,1
587,2,0,41,8,85109.21,1,1,0,1557.82,0,54.598,0.19047619047619047,0.111,3489477.6100000003,1.25,1,0
605,1,1,43,8,125338.8,2,1,0,23970.13,0,5.229,0.18181818181818182,0.222,5389568.4,1.5,1,0
850,2,0,62,5,0.0,2,1,1,180243.56,0,0.0,0.07936507936507936,0.333,0.0,2.5,0,0
850,0,1,38,0,106831.69,1,0,1,148977.72,0,0.717,0.0,1.0,4059604.22,1.25,0,1
751,0,0,29,3,159597.45,1,1,0,39934.41,0,3.996,0.1,0.25,4628326.050000001,1.25,0,2
627,1,1,37,7,147361.57,1,1,1,133031.96,0,1.108,0.18421052631578946,0.125,5452378.09,2.25,1,0
736,0,0,43,4,176134.54,1,1,1,52856.88,0,3.332,0.09090909090909091,0.2,7573785.220000001,2.25,0,1
652,0,1,74,5,0.0,2,1,1,937.15,0,0.0,0.06666666666666667,0.333,0.0,2.5,1,0
627,0,1,35,7,0.0,2,0,1,193022.44,0,0.0,0.19444444444444445,0.25,0.0,1.5,1,0
636,0,0,34,1,84055.43,1,0,0,37490.84,0,2.242,0.02857142857142857,0.5,2857884.6199999996,0.25,1,1
775,0,0,60,7,0.0,2,1,1,111558.7,0,0.0,0.11475409836065574,0.25,0.0,2.5,0,1
850,2,1,45,5,174088.3,4,1,0,5669.31,1,30.702,0.10869565217391304,0.667,7833973.499999999,2.0,0,2
850,2,0,34,8,199229.14,1,0,0,68106.29,0,2.925,0.22857142857142856,0.111,6773790.760000001,0.25,0,0
516,0,0,37,8,0.0,1,1,0,101834.58,0,0.0,0.21052631578947367,0.111,0.0,1.25,1,1
513,2,1,42,10,0.0,2,0,1,73151.25,0,0.0,0.23255813953488372,0.182,0.0,1.5,1,1
673,1,1,69,3,78833.15,2,1,1,37196.15,0,2.119,0.04285714285714286,0.5,5439487.35,2.5,1,1
564,0,1,27,6,0.0,1,0,0,7819.76,0,0.0,0.21428571428571427,0.143,0.0,0.25,1,0
636,0,1,35,2,0.0,2,1,1,23129.46,0,0.0,0.05555555555555555,0.667,0.0,2.5,1,0
712,0,0,29,3,102540.61,1,1,1,189680.79,0,0.541,0.1,0.25,2973677.69,2.25,0,0
568,0,0,51,4,0.0,3,1,1,66586.56,0,0.0,0.07692307692307693,0.6,0.0,2.75,1,0
741,2,0,43,0,0.0,2,1,1,2920.63,1,0.0,0.0,2.0,0.0,2.5,0,0
754,1,1,39,8,129401.87,1,1,1,87684.93,0,1.476,0.2,0.111,5046672.93,2.25,0,0
709,0,1,32,7,0.0,2,1,1,199418.02,0,0.0,0.21212121212121213,0.25,0.0,2.5,0,0
510,0,1,32,1,0.0,2,0,1,28515.17,0,0.0,0.030303030303030304,1.0,0.0,1.5,1,1
716,2,0,33,2,0.0,2,1,1,92916.53,0,0.0,0.058823529411764705,0.667,0.0,2.5,0,1
607,1,0,36,10,106702.94,2,0,0,198313.69,0,0.538,0.2702702702702703,0.182,3841305.84,0.5,1,0
656,2,0,26,4,139584.57,1,1,0,36308.93,0,3.844,0.14814814814814814,0.2,3629198.8200000003,1.25,1,1
550,1,0,52,5,121016.23,1,1,1,41730.37,1,2.9,0.09433962264150944,0.167,6292843.96,2.25,1,2
486,0,0,26,2,0.0,2,1,1,31399.4,0,0.0,0.07407407407407407,0.667,0.0,2.5,2,1
598,1,0,59,8,118210.42,2,0,0,60192.14,1,1.964,0.13333333333333333,0.222,6974414.78,0.5,1,0
675,2,0,35,8,0.0,2,1,0,29062.25,0,0.0,0.2222222222222222,0.222,0.0,1.5,1,1
755,0,1,29,4,148654.84,2,1,1,28805.09,0,5.161,0.13333333333333333,0.4,4310990.36,2.5,0,1
656,2,0,32,5,136963.12,1,1,0,133814.28,0,1.024,0.15151515151515152,0.167,4382819.84,1.25,1,0
644,1,0,47,9,137774.11,2,1,0,151902.78,0,0.907,0.1875,0.2,6475383.169999999,1.5,1,0
598,0,1,32,4,111156.52,1,1,1,167376.26,0,0.664,0.12121212121212122,0.2,3557008.64,2.25,1,1
850,2,1,31,3,121237.65,1,1,1,31022.56,0,3.908,0.09375,0.25,3758367.15,2.25,0,0
679,0,0,36,1,97234.58,1,1,0,188997.08,0,0.514,0.02702702702702703,0.5,3500444.88,1.25,1,1
632,0,0,60,2,0.0,2,0,1,2085.32,0,0.0,0.03278688524590164,0.667,0.0,1.5,1,1
550,2,0,45,0,0.0,2,0,1,70399.71,0,0.0,0.0,2.0,0.0,1.5,1,1
572,1,1,54,9,97382.53,1,1,1,195771.95,0,0.497,0.16363636363636364,0.1,5258656.62,2.25,1,0
626,1,1,47,2,103108.8,1,0,1,166475.44,1,0.619,0.041666666666666664,0.333,4846113.600000001,1.25,1,0
625,2,1,57,7,0.0,1,0,0,84106.17,1,0.0,0.1206896551724138,0.125,0.0,0.25,1,1
515,0,1,58,2,131852.81,1,1,0,81436.68,1,1.619,0.03389830508474576,0.333,7647462.9799999995,1.25,1,1
612,2,0,35,1,0.0,1,1,1,83256.26,1,0.0,0.027777777777777776,0.5,0.0,2.25,1,0
628,2,1,39,8,107553.33,1,1,0,117523.41,0,0.915,0.2,0.111,4194579.87,1.25,1,0
529,2,1,43,5,0.0,2,0,0,79476.63,0,0.0,0.11363636363636363,0.333,0.0,0.5,1,1
668,1,1,46,7,161806.09,1,1,1,173052.19,0,0.935,0.14893617021276595,0.125,7443080.14,2.25,1,2
526,0,0,30,9,0.0,2,0,0,100995.68,0,0.0,0.2903225806451613,0.2,0.0,0.5,1,0
791,0,1,52,7,0.0,1,1,1,122782.5,0,0.0,0.1320754716981132,0.125,0.0,2.25,0,1
573,0,0,27,2,128243.03,1,1,1,11631.34,0,11.025,0.07142857142857142,0.333,3462561.81,2.25,1,1
565,0,1,38,5,126645.13,1,1,1,168303.55,0,0.752,0.1282051282051282,0.167,4812514.94,2.25,1,0
604,0,1,47,8,62094.71,3,0,0,9308.1,1,6.67,0.16666666666666666,0.333,2918451.37,0.75,1,1
656,0,0,37,7,112291.34,1,1,0,153157.97,0,0.733,0.18421052631578946,0.125,4154779.58,1.25,1,0
447,0,1,44,5,89188.83,1,1,1,75408.24,0,1.183,0.1111111111111111,0.167,3924308.52,2.25,2,0
682,0,0,55,9,0.0,1,1,0,153356.8,1,0.0,0.16071428571428573,0.1,0.0,1.25,1,0
437,2,0,28,2,109161.25,1,1,0,152987.42,0,0.714,0.06896551724137931,0.333,3056515.0,1.25,2,0
792,2,0,47,0,0.0,1,1,1,5557.88,1,0.0,0.0,1.0,0.0,2.25,0,1
627,2,1,25,4,0.0,1,1,1,194313.93,0,0.0,0.15384615384615385,0.2,0.0,2.25,1,0
767,0,1,34,8,0.0,2,1,0,94767.77,0,0.0,0.22857142857142856,0.222,0.0,1.5,0,1
686,0,0,26,7,0.0,2,1,0,1540.89,0,0.0,0.25925925925925924,0.25,0.0,1.5,1,0
789,0,1,53,1,158271.74,1,1,1,5036.39,1,31.419,0.018518518518518517,0.5,8388402.22,2.25,0,2
794,0,0,56,9,96951.21,1,1,1,71776.76,0,1.351,0.15789473684210525,0.1,5429267.760000001,2.25,0,1
587,1,0,35,5,121863.61,1,1,1,23481.69,1,5.19,0.1388888888888889,0.167,4265226.35,2.25,1,1
589,1,1,19,9,83495.11,1,1,1,143022.31,1,0.584,0.45,0.1,1586407.09,2.25,1,0
543,1,1,25,1,146566.01,1,0,1,161407.48,0,0.908,0.038461538461538464,0.5,3664150.25,1.25,1,0
589,2,1,45,1,0.0,1,0,0,125939.22,1,0.0,0.021739130434782608,0.5,0.0,0.25,1,0
701,1,0,23,5,186101.18,2,1,1,76611.33,0,2.429,0.20833333333333334,0.333,4280327.14,2.5,0,0
850,0,0,40,6,0.0,1,1,0,136985.08,1,0.0,0.14634146341463414,0.143,0.0,1.25,0,1
726,1,1,51,8,107494.86,2,1,0,140937.91,1,0.763,0.15384615384615385,0.222,5482237.86,1.5,0,0
767,2,0,47,2,0.0,1,1,0,48161.18,1,0.0,0.041666666666666664,0.333,0.0,1.25,0,0
648,2,0,36,8,146943.38,2,1,1,130041.45,0,1.13,0.21621621621621623,0.222,5289961.68,2.5,1,0
651,2,1,36,8,0.0,2,1,0,91652.43,0,0.0,0.21621621621621623,0.222,0.0,1.5,1,1
633,0,1,36,6,125130.28,1,0,0,125961.48,0,0.993,0.16216216216216217,0.143,4504690.08,0.25,1,0
740,0,1,37,9,0.0,2,1,1,73225.31,0,0.0,0.23684210526315788,0.2,0.0,2.5,0,0
592,0,1,34,9,0.0,2,1,1,20460.2,0,0.0,0.2571428571428571,0.2,0.0,2.5,1,1
670,0,1,41,10,0.0,3,1,0,81602.02,0,0.0,0.23809523809523808,0.273,0.0,1.75,1,0
628,0,0,36,3,0.0,2,1,1,8742.91,0,0.0,0.08108108108108109,0.5,0.0,2.5,1,0
745,0,0,47,5,0.0,2,0,0,145789.71,0,0.0,0.10416666666666667,0.333,0.0,0.5,0,0
705,0,0,32,3,0.0,2,0,0,129576.99,0,0.0,0.09090909090909091,0.5,0.0,0.5,0,0
559,0,1,42,7,0.0,2,1,1,190040.29,0,0.0,0.16279069767441862,0.25,0.0,2.5,1,1
595,0,0,29,6,150685.79,1,1,0,87771.06,0,1.717,0.2,0.143,4369887.91,1.25,1,1
492,0,0,35,4,141359.37,2,1,0,39519.53,0,3.577,0.1111111111111111,0.4,4947577.95,1.5,2,0
498,0,1,29,9,0.0,1,1,0,190035.83,0,0.0,0.3,0.1,0.0,1.25,2,0
655,0,1,39,6,94631.26,2,1,1,148948.52,0,0.635,0.15,0.286,3690619.1399999997,2.5,1,1
636,0,1,39,3,118336.14,1,1,0,184691.77,0,0.641,0.075,0.25,4615109.46,1.25,1,1
634,0,1,45,2,0.0,1,1,1,143458.31,0,0.0,0.043478260869565216,0.333,0.0,2.25,1,0
793,2,0,63,0,0.0,2,0,1,27166.75,0,0.0,0.0,2.0,0.0,1.5,0,0
526,1,0,50,5,124233.24,1,0,1,159456.87,1,0.779,0.09803921568627451,0.167,6211662.0,1.25,1,0
768,0,1,26,5,51116.26,1,1,1,70454.79,1,0.726,0.18518518518518517,0.167,1329022.76,2.25,0,2
540,1,0,64,1,91869.69,1,0,1,95421.0,0,0.963,0.015384615384615385,0.5,5879660.16,1.25,1,0
732,0,1,34,8,122338.43,2,1,0,187985.85,0,0.651,0.22857142857142856,0.222,4159506.6199999996,1.5,0,2
617,0,1,30,8,0.0,1,1,1,92621.9,0,0.0,0.25806451612903225,0.111,0.0,2.25,1,0
637,2,1,54,5,0.0,1,0,1,150836.98,0,0.0,0.09090909090909091,0.167,0.0,1.25,1,0
573,0,0,26,8,86270.93,2,1,1,90177.3,0,0.957,0.2962962962962963,0.222,2243044.1799999997,2.5,1,0
531,0,0,44,3,0.0,2,1,1,34416.79,0,0.0,0.06666666666666667,0.5,0.0,2.5,1,0
489,0,1,38,5,117289.92,1,0,0,85231.88,0,1.376,0.1282051282051282,0.167,4457016.96,0.25,2,0
601,0,0,35,2,0.0,2,1,1,118983.18,0,0.0,0.05555555555555555,0.667,0.0,2.5,1,0
452,1,0,33,7,153663.27,1,1,0,111868.23,0,1.374,0.20588235294117646,0.125,5070887.909999999,1.25,2,0
728,2,1,29,1,0.0,1,1,1,83056.22,0,0.0,0.03333333333333333,0.5,0.0,2.25,0,0
590,1,1,27,8,123599.49,2,1,0,1676.92,0,73.662,0.2857142857142857,0.222,3337186.23,1.5,1,1
490,0,0,29,4,0.0,2,1,0,32089.57,0,0.0,0.13333333333333333,0.4,0.0,1.5,2,0
596,2,1,76,9,134208.25,1,1,1,13455.43,0,9.974,0.11688311688311688,0.1,10199827.0,2.25,1,2
635,0,0,29,1,0.0,1,0,1,24865.54,0,0.0,0.03333333333333333,0.5,0.0,1.25,1,0
782,1,0,35,7,98556.89,2,1,0,117644.36,0,0.838,0.19444444444444445,0.25,3449491.15,1.5,0,2
790,2,1,37,3,0.0,3,0,0,98897.32,0,0.0,0.07894736842105263,0.75,0.0,0.75,0,1
587,0,0,40,2,0.0,4,0,1,106174.7,1,0.0,0.04878048780487805,1.333,0.0,2.0,1,0
794,2,1,46,8,134593.79,1,1,1,46386.37,0,2.902,0.1702127659574468,0.111,6191314.340000001,2.25,0,0
515,0,0,41,8,0.0,2,1,1,185054.14,0,0.0,0.19047619047619047,0.222,0.0,2.5,1,0
746,2,0,24,10,68781.82,1,0,1,47997.39,0,1.433,0.4,0.091,1650763.6800000002,1.25,0,0
667,1,1,56,8,137464.04,1,1,0,130846.79,1,1.051,0.14035087719298245,0.111,7697986.24,1.25,1,1
709,0,0,32,4,147307.91,1,0,1,40861.55,0,3.605,0.12121212121212122,0.2,4713853.12,1.25,0,1
536,0,1,35,8,0.0,1,1,0,171840.24,1,0.0,0.2222222222222222,0.111,0.0,1.25,1,0
711,0,1,41,3,145754.91,1,1,1,101455.07,0,1.437,0.07142857142857142,0.25,5975951.3100000005,2.25,0,0
753,0,0,46,8,0.0,3,1,0,90747.94,1,0.0,0.1702127659574468,0.333,0.0,1.75,0,0
748,0,0,44,4,112610.77,1,0,1,2048.55,0,54.944,0.08888888888888889,0.2,4954873.88,1.25,0,1
623,0,1,57,7,71481.79,2,1,1,84421.34,0,0.847,0.1206896551724138,0.25,4074462.03,2.5,1,1
465,0,0,33,5,0.0,2,0,1,78698.09,0,0.0,0.14705882352941177,0.333,0.0,1.5,2,0
640,2,1,34,3,77826.8,1,1,1,168544.85,0,0.462,0.08571428571428572,0.25,2646111.2,2.25,1,0
562,0,0,75,5,87140.85,1,1,1,39351.64,0,2.214,0.06578947368421052,0.167,6535563.75,2.25,1,0
502,1,1,42,0,132002.7,1,0,1,28204.98,1,4.68,0.0,1.0,5544113.4,1.25,1,1
536,0,0,32,7,178011.5,2,1,0,22375.14,0,7.955,0.21212121212121213,0.25,5696368.0,1.5,1,1
670,1,1,32,4,102954.68,2,0,1,134942.45,0,0.763,0.12121212121212122,0.4,3294549.76,1.5,1,1
775,1,0,51,2,123783.25,1,1,1,134901.57,0,0.918,0.038461538461538464,0.333,6312945.75,2.25,0,1
759,1,0,30,4,101802.67,1,0,0,8693.8,0,11.708,0.12903225806451613,0.2,3054080.1,0.25,0,0
604,0,0,33,3,148659.48,1,0,0,42437.75,0,3.503,0.08823529411764706,0.25,4905762.840000001,0.25,1,0
766,1,1,62,7,142724.48,1,0,1,5893.23,1,24.214,0.1111111111111111,0.125,8848917.76,1.25,0,1
554,2,1,41,4,112152.89,1,0,1,36242.19,0,3.094,0.09523809523809523,0.2,4598268.49,1.25,1,0
487,0,1,53,10,89550.85,1,0,1,90076.85,0,0.994,0.18518518518518517,0.091,4746195.050000001,1.25,2,1
725,0,0,35,7,75915.75,1,1,0,150507.43,0,0.504,0.19444444444444445,0.125,2657051.25,1.25,0,0
732,1,1,42,2,118889.66,2,0,0,87422.15,0,1.36,0.046511627906976744,0.667,4993365.72,0.5,0,0
623,0,0,40,5,118788.57,1,1,0,192867.4,0,0.616,0.12195121951219512,0.167,4751542.800000001,1.25,1,0
781,0,1,42,3,156555.54,1,1,1,175674.01,0,0.891,0.06976744186046512,0.25,6575332.680000001,2.25,0,2
714,1,0,53,1,99141.86,1,1,1,72496.05,1,1.368,0.018518518518518517,0.5,5254518.58,2.25,0,1
577,1,1,31,4,61211.18,1,1,1,145250.43,0,0.421,0.125,0.2,1897546.58,2.25,1,0
731,2,1,37,1,128932.4,1,1,1,180712.52,0,0.713,0.02631578947368421,0.5,4770498.8,2.25,0,0
650,2,1,23,5,0.0,1,1,1,180622.43,0,0.0,0.20833333333333334,0.167,0.0,2.25,1,0
779,0,0,32,10,80728.15,1,1,0,86306.75,0,0.935,0.30303030303030304,0.091,2583300.8,1.25,0,0
706,2,1,46,2,127660.46,2,1,0,150156.82,1,0.85,0.0425531914893617,0.667,5872381.16,1.5,0,2
733,2,0,44,3,106070.89,1,0,1,101617.43,0,1.044,0.06666666666666667,0.25,4667119.16,1.25,0,0
579,1,1,42,3,137560.38,2,1,1,85424.34,0,1.61,0.06976744186046512,0.5,5777535.96,2.5,1,2
476,1,1,34,8,111905.43,1,0,1,197221.81,1,0.567,0.22857142857142856,0.111,3804784.6199999996,1.25,2,0
775,0,0,40,9,126212.64,1,1,0,70196.57,0,1.798,0.21951219512195122,0.1,5048505.6,1.25,0,1
538,2,0,68,9,0.0,2,1,0,110440.5,1,0.0,0.13043478260869565,0.2,0.0,1.5,1,0
602,0,0,38,7,111835.94,2,1,0,124389.61,0,0.899,0.1794871794871795,0.25,4249765.72,1.5,1,0
615,0,0,30,8,0.0,2,0,0,3183.15,0,0.0,0.25806451612903225,0.222,0.0,0.5,1,0
700,1,1,28,3,99705.69,2,0,0,146723.72,0,0.68,0.10344827586206896,0.5,2791759.3200000003,0.5,1,0
615,0,0,32,1,0.0,2,0,0,2139.25,0,0.0,0.030303030303030304,1.0,0.0,0.5,1,0
544,1,0,44,2,108895.93,1,0,0,69228.2,1,1.573,0.044444444444444446,0.333,4791420.92,0.25,1,0
573,2,0,56,3,154669.77,1,0,1,115462.27,1,1.34,0.05263157894736842,0.25,8661507.12,1.25,1,1
555,2,0,50,7,128061.0,2,1,1,62375.1,0,2.053,0.13725490196078433,0.25,6403050.0,2.5,1,0
692,0,1,31,2,0.0,2,1,0,91829.17,1,0.0,0.0625,0.667,0.0,1.5,1,0
476,0,1,40,4,0.0,2,0,0,182547.04,0,0.0,0.0975609756097561,0.4,0.0,0.5,2,1
770,2,0,46,9,190678.02,1,1,1,14725.36,0,12.948,0.19148936170212766,0.1,8771188.92,2.25,0,0
